Difftastic_Mean
12.0
9.0
52.0
8.0
55.0
4.0
22.0
2.0
22.0
3.0
6.0
2.0
18.0
16.0
6.0
3.0
8.0
6.0
9.0
201.0
25.0
8.0
3.0
57.0
3.0
50.0
2.0
24.0
1.0
16.0
12.0
6.0
2.0
3.0
40.0
1.0
4.0
80.0
53.0
54.0
""
6.0
38.0
6.0
7.0
1.0
3.0
4.0
46.0
10.0
5.0
40.0
8.0
10.0
14.0
7.0
4.0
4.0
2.0
90.0
7.0
2.0
96.0
6.0
3.0
5.0
6.0
87.0
2.0
5.0
2.0
20.0
4.0
9.0
1.0
10.0
9.0
68.0
47.0
2.0
5.0
4.0
2.0
1.0
6.0
2.0
5.0
6.0
11.0
3.0
6.0
4.0
5.0
4.0
8.0
2.0
3.0
5.0
11.0
37.0
34.0
18.0
33.0
1.0
1.0
84.0
3.0
5.0
1.0
5.0
7.0
32.0
""
1.0
64.0
10.0
1.0
18.0
2.0
8.0
3.0
2.0
1.0
1.0
2.0
42.0
4.0
10.0
6.0
40.0
3.0
2.0
2.0
1.0
1.0
9.0
5.0
218.0
6.0
10.0
3.0
32.0
4.0
4.0
4.0
6.0
2.0
38.0
90.0
57.0
27.0
3.0
2.0
29.0
10.0
92.0
3.0
45.0
2.0
4.0
8.0
4.0
1.0
3.0
3.0
2.0
3.0
6.0
5.0
2.0
10.0
16.0
4.0
4.0
8.0
16.0
2.0
12.0
11.0
2.0
12.0
73.0
2.0
1.0
130.0
7.0
2.0
18.0
5.0
172.0
39.0
1.0
1.0
1.0
3.0
2.0
4.0
55.0
3.0
26.0
6.0
3.0
7.0
12.0
56.0
14.0
1.0
11.0
4.0
4.0
4.0
13.0
3.0
10.0
5.0
5.0
15.0
3.0
2.0
1.0
21.0
6.0
16.0
3.0
8.0
5.0
14.0
19.0
3.0
7.0
8.0
5.0
34.0
151.0
4.0
39.0
11.0
9.0
43.0
2.0
8.0
2.0
9.0
2.0
5.0
38.0
3.0
1.0
163.0
3.0
49.0
2.0
3.0
3.0
3.0
2.0
2.0
6.0
18.0
1.0
4.0
8.0
6.0
6.0
34.0
1.0
24.0
119.0
1.0
4.0
24.0
4.0
2.0
2.0
9.0
122.0
5.0
3.0
2.0
37.0
6.0
2.0
39.0
""
21.0
3.0
5.0
31.0
2.0
4.0
36.0
2.0
7.0
8.0
7.0
8.0
6.0
12.0
38.0
4.0
13.0
2.0
2.0
10.0
1.0
4.0
4.0
14.0
7.0
45.0
142.0
1.0
3.0
1.0
5.0
18.0
10.0
3.0
14.0
7.0
3.0
10.0
71.0
1.0
6.0
5.0
15.0
3.0
3.0
351.0
16.0
1.0
9.0
""
4.0
54.0
51.0
24.0
9.0
4.0
6.0
2.0
3.0
4.0
2.0
9.0
4.0
3.0
2.0
2.0
18.0
""
7.0
6.0
8.0
4.0
2.0
1.0
19.0
6.0
44.0
21.0
194.0
113.0
2.0
7.0
10.0
4.0
3.0
2.0
5.0
33.0
9.0
50.0
21.0
2.0
2.0
1.0
2.0
10.0
1.0
43.0
6.0
1.0
5.0
17.0
2.0
2.0
5.0
3.0
3.0
4.0
302.0
2.0
1.0
16.0
2.0
15.0
13.0
66.0
9.0
4.0
3.0
10.0
6.0
""
3.0
""
7.0
22.0
74.0
1.0
6.0
1.0
97.0
4.0
5.0
1.0
3.0
5.0
1.0
5.0
9.0
3.0
5.0
70.0
4.0
8.0
1.0
12.0
2.0
6.0
10.0
3.0
22.0
5.0
25.0
6.0
1.0
2.0
136.0
1.0
6.0
7.0
2.0
2.0
2.0
24.0
1.0
2.0
6.0
7.0
1.0
8.0
2.0
2.0
5.0
4.0
4.0
1.0
3.0
1.0
1.0
23.0
4.0
4.0
6.0
2.0
1.0
""
16.0
1.0
8.0
6.0
6.0
9.0
2.0
2.0
8.0
7.0
6.0
2.0
8.0
3.0
2.0
""
1.0
58.0
24.0
42.0
6.0
24.0
83.0
8.0
4.0
76.0
6.0
2.0
1.0
4.0
3.0
20.0
10.0
203.0
9.0
1.0
9.0
2.0
6.0
1.0
5.0
3.0
5.0
2.0
4.0
134.0
""
8.0
8.0
9.0
10.0
9.0
4.0
6.0
30.0
2.0
9.0
10.0
2.0
41.0
3.0
2.0
1.0
6.0
1.0
5.0
3.0
2.0
""
1.0
4.0
2.0
3.0
2.0
5.0
29.0
9.0
5.0
2.0
3.0
1.0
4.0
1.0
1.0
3.0
2.0
1.0
9.0
1.0
29.0
7.0
10.0
191.0
9.0
60.0
100.0
1.0
81.0
2.0
1.0
7.0
1.0
7.0
2.0
11.0
1.0
12.0
60.0
11.0
8.0
358.0
2.0
2.0
18.0
3.0
2.0
20.0
9.0
8.0
3.0
40.0
1.0
5.0
2.0
9.0
3.0
5.0
1.0
21.0
46.0
1.0
4.0
2.0
1.0
6.0
1.0
2.0
1.0
132.0
17.0
5.0
37.0
29.0
7.0
1.0
19.0
2.0
12.0
6.0
4.0
4.0
15.0
175.0
4.0
41.0
10.0
38.0
6.0
63.0
6.0
20.0
7.0
10.0
3.0
1.0
24.0
31.0
3.0
3.0
10.0
6.0
7.0
4.0
5.0
20.0
7.0
37.0
4.0
5.0
91.0
1.0
5.0
9.0
6.0
1.0
2.0
10.0
12.0
22.0
6.0
241.0
10.0
12.0
8.0
2.0
64.0
8.0
8.0
9.0
4.0
2.0
1.0
55.0
3.0
3.0
1.0
11.0
1.0
20.0
8.0
3.0
3.0
20.0
3.0
6.0
22.0
5.0
72.0
25.0
334.0
16.0
2.0
6.0
4.0
4.0
10.0
2.0
1.0
2.0
5.0
8.0
1.0
10.0
2.0
4.0
2.0
33.0
1.0
7.0
4.0
8.0
2.0
25.0
10.0
1.0
2.0
2.0
3.0
4.0
4.0
139.0
4.0
69.0
1.0
53.0
14.0
""
7.0
3.0
4.0
3.0
8.0
68.0
27.0
21.0
2.0
1.0
9.0
9.0
1.0
10.0
4.0
54.0
3.0
7.0
4.0
8.0
1.0
1.0
20.0
120.0
10.0
4.0
162.0
2.0
28.0
3.0
3.0
5.0
1.0
5.0
10.0
378.0
87.0
9.0
1.0
17.0
2.0
6.0
4.0
5.0
5.0
10.0
3.0
9.0
2.0
2.0
7.0
3.0
4.0
64.0
16.0
11.0
2.0
2.0
8.0
3.0
52.0
8.0
2.0
10.0
47.0
12.0
1.0
2.0
2.0
48.0
1.0
8.0
83.0
5.0
3.0
""
3.0
4.0
7.0
6.0
1.0
15.0
1.0
20.0
2.0
14.0
1.0
2.0
6.0
1.0
2.0
6.0
128.0
3.0
2.0
1.0
2.0
1.0
1.0
6.0
9.0
16.0
24.0
4.0
5.0
42.0
29.0
5.0
2.0
12.0
74.0
42.0
8.0
1.0
3.0
4.0
3.0
10.0
5.0
9.0
""
1.0
2.0
4.0
4.0
5.0
10.0
5.0
3.0
17.0
4.0
2.0
3.0
1.0
4.0
7.0
10.0
8.0
4.0
35.0
14.0
8.0
3.0
2.0
11.0
6.0
4.0
6.0
4.0
3.0
""
8.0
2.0
4.0
209.0
4.0
2.0
16.0
2.0
2.0
1.0
1.0
1.0
106.0
1.0
1.0
1.0
6.0
42.0
6.0
31.0
3.0
9.0
10.0
5.0
62.0
7.0
5.0
3.0
4.0
""
1.0
4.0
""
1.0
12.0
40.0
3.0
3.0
3.0
539.0
4.0
3.0
12.0
21.0
4.0
6.0
1.0
22.0
9.0
14.0
2.0
3.0
3.0
1.0
109.0
1.0
60.0
5.0
4.0
3.0
1.0
31.0
10.0
26.0
18.0
2.0
45.0
3.0
9.0
1.0
7.0
5.0
1.0
5.0
8.0
4.0
8.0
1.0
1.0
1.0
109.0
8.0
121.0
3.0
6.0
8.0
16.0
10.0
3.0
1.0
15.0
1.0
10.0
4.0
93.0
59.0
22.0
7.0
2.0
28.0
5.0
27.0
11.0
31.0
2.0
64.0
4.0
42.0
2.0
20.0
3.0
2.0
7.0
2.0
1.0
9.0
4.0
1.0
13.0
26.0
7.0
5.0
10.0
1.0
148.0
2.0
6.0
1.0
9.0
5.0
5.0
1.0
5.0
1.0
2.0
2.0
1.0
104.0
8.0
2.0
6.0
41.0
3.0
1.0
2.0
12.0
6.0
8.0
1.0
15.0
87.0
1.0
6.0
2.0
7.0
43.0
1.0
1.0
2.0
4.0
2.0
8.0
56.0
62.0
5.0
4.0
9.0
10.0
11.0
2.0
4.0
13.0
3.0
1.0
1.0
12.0
1.0
28.0
8.0
4.0
6.0
4.0
1.0
2.0
3.0
""
5.0
1.0
33.0
111.0
1.0
6.0
3.0
4.0
10.0
3.0
1.0
9.0
7.0
8.0
2.0
4.0
69.0
4.0
2.0
5.0
169.0
3.0
3.0
8.0
2.0
4.0
3.0
8.0
62.0
1.0
19.0
4.0
1.0
8.0
1.0
6.0
5.0
2.0
11.0
3.0
90.0
10.0
2.0
4.0
84.0
6.0
24.0
5.0
166.0
14.0
1.0
9.0
4.0
1.0
4.0
2.0
3.0
19.0
8.0
1.0
1.0
56.0
10.0
1.0
28.0
8.0
3.0
6.0
12.0
4.0
84.0
15.0
10.0
156.0
4.0
8.0
81.0
1.0
108.0
8.0
7.0
644.0
10.0
16.0
22.0
64.0
6.0
6.0
1.0
49.0
5.0
92.0
2.0
4.0
10.0
1.0
3.0
5.0
8.0
20.0
1.0
5.0
3.0
9.0
46.0
6.0
4.0
4.0
82.0
2.0
36.0
1.0
4.0
1.0
1.0
""
2.0
1.0
5.0
5.0
22.0
2.0
3.0
8.0
4.0
66.0
10.0
""
5.0
13.0
6.0
12.0
101.0
3.0
8.0
4.0
13.0
3.0
56.0
6.0
2.0
2.0
1.0
4.0
5.0
33.0
8.0
10.0
2.0
5.0
1.0
2.0
23.0
5.0
2.0
12.0
9.0
8.0
1.0
""
4.0
44.0
26.0
2.0
8.0
44.0
""
2.0
2.0
4.0
142.0
4.0
3.0
1.0
2.0
3.0
5.0
8.0
6.0
9.0
125.0
83.0
1.0
16.0
2.0
3.0
9.0
10.0
4.0
83.0
6.0
6.0
47.0
1.0
3.0
2.0
2.0
20.0
42.0
25.0
53.0
4.0
14.0
104.0
5.0
64.0
1.0
3.0
1.0
80.0
6.0
8.0
5.0
7.0
45.0
5.0
128.0
10.0
11.0
10.0
52.0
1.0
9.0
29.0
18.0
5.0
9.0
112.0
1.0
6.0
4.0
2.0
65.0
2.0
1.0
17.0
2.0
3.0
3.0
5.0
6.0
2.0
17.0
42.0
4.0
6.0
40.0
3.0
""
4.0
6.0
""
1.0
1.0
10.0
11.0
8.0
1.0
1.0
3.0
17.0
9.0
11.0
169.0
""
4.0
1.0
8.0
2.0
15.0
6.0
5.0
6.0
14.0
1.0
6.0
1.0
3.0
1.0
2.0
10.0
1.0
7.0
3.0
1.0
3.0
5.0
2.0
8.0
5.0
1.0
5.0
4.0
3.0
5.0
5.0
3.0
2.0
30.0
2.0
10.0
96.0
1.0
2.0
3.0
1.0
10.0
8.0
9.0
13.0
54.0
3.0
1.0
3.0
4.0
4.0
10.0
6.0
8.0
68.0
4.0
1.0
78.0
6.0
10.0
47.0
2.0
7.0
1.0
2.0
3.0
3.0
9.0
12.0
1.0
1.0
3.0
1.0
8.0
2.0
4.0
1.0
3.0
13.0
5.0
148.0
4.0
2.0
6.0
8.0
2.0
26.0
6.0
10.0
3.0
22.0
25.0
6.0
5.0
4.0
2.0
1.0
23.0
4.0
4.0
1.0
4.0
7.0
""
1.0
2.0
1.0
1.0
2.0
4.0
16.0
10.0
3.0
9.0
12.0
7.0
2.0
1.0
4.0
""
3.0
57.0
1.0
""
3.0
24.0
1.0
27.0
""
18.0
15.0
1.0
4.0
6.0
6.0
5.0
159.0
2.0
35.0
8.0
36.0
11.0
7.0
6.0
5.0
2.0
5.0
18.0
1.0
106.0
5.0
4.0
7.0
5.0
8.0
74.0
1.0
2.0
1.0
13.0
8.0
8.0
2.0
2.0
8.0
2.0
1.0
46.0
36.0
3.0
74.0
9.0
3.0
194.0
1.0
12.0
11.0
7.0
90.0
1.0
3.0
37.0
2.0
6.0
43.0
2.0
5.0
7.0
9.0
""
4.0
4.0
1.0
7.0
3.0
10.0
1.0
3.0
1.0
6.0
1.0
3.0
6.0
1.0
101.0
2.0
11.0
51.0
3.0
40.0
26.0
1.0
6.0
5.0
5.0
8.0
7.0
5.0
9.0
40.0
10.0
1.0
4.0
1.0
25.0
3.0
22.0
160.0
2.0
367.0
4.0
5.0
34.0
75.0
8.0
2.0
2.0
5.0
4.0
7.0
8.0
21.0
1.0
7.0
3.0
3.0
1.0
1.0
2.0
8.0
2.0
3.0
3.0
8.0
2.0
8.0
1.0
21.0
18.0
1.0
10.0
4.0
10.0
158.0
42.0
2.0
2.0
4.0
10.0
7.0
2.0
2.0
2.0
13.0
1.0
15.0
9.0
10.0
3.0
2.0
8.0
8.0
6.0
1.0
6.0
9.0
39.0
3.0
""
4.0
13.0
110.0
51.0
2.0
8.0
64.0
89.0
2.0
1.0
2.0
2.0
1.0
7.0
2.0
7.0
3.0
2.0
4.0
4.0
4.0
""
157.0
5.0
5.0
1.0
37.0
7.0
5.0
32.0
46.0
35.0
20.0
14.0
3.0
14.0
6.0
10.0
59.0
6.0
2.0
2.0
2.0
255.0
1.0
78.0
3.0
2.0
44.0
1.0
1.0
2.0
5.0
45.0
3.0
4.0
10.0
2.0
3.0
14.0
120.0
5.0
6.0
4.0
6.0
1.0
16.0
1.0
43.0
2.0
3.0
95.0
4.0
5.0
""
1.0
10.0
2.0
1.0
4.0
72.0
4.0
36.0
9.0
14.0
3.0
1.0
8.0
1.0
12.0
1.0
1.0
5.0
8.0
21.0
2.0
1.0
66.0
4.0
2.0
6.0
153.0
10.0
5.0
4.0
2.0
8.0
1.0
46.0
4.0
""
10.0
20.0
1.0
5.0
1.0
1.0
8.0
2.0
22.0
1.0
10.0
61.0
4.0
11.0
31.0
4.0
5.0
2.0
7.0
5.0
16.0
10.0
30.0
16.0
8.0
1.0
2.0
6.0
4.0
10.0
2.0
44.0
4.0
""
25.0
6.0
4.0
1.0
6.0
10.0
3.0
2.0
5.0
4.0
1.0
73.0
15.0
""
6.0
37.0
7.0
1.0
3.0
14.0
10.0
3.0
3.0
7.0
41.0
38.0
3.0
12.0
5.0
3.0
1.0
8.0
7.0
325.0
1.0
3.0
""
7.0
7.0
10.0
89.0
8.0
12.0
6.0
12.0
2.0
6.0
4.0
9.0
36.0
4.0
4.0
1.0
3.0
4.0
9.0
3.0
10.0
13.0
3.0
8.0
9.0
6.0
2.0
6.0
2.0
5.0
2.0
20.0
9.0
2.0
3.0
12.0
8.0
10.0
95.0
1.0
1.0
2.0
3.0
10.0
7.0
1.0
55.0
6.0
10.0
106.0
8.0
4.0
2.0
6.0
22.0
9.0
8.0
2.0
5.0
3.0
4.0
2.0
234.0
8.0
3.0
4.0
7.0
3.0
12.0
6.0
1.0
5.0
6.0
4.0
1.0
6.0
2.0
7.0
2.0
3.0
8.0
12.0
3.0
1.0
7.0
7.0
6.0
2.0
3.0
55.0
2.0
70.0
2.0
3.0
1.0
5.0
7.0
2.0
10.0
2.0
3.0
86.0
5.0
43.0
9.0
4.0
4.0
""
159.0
1.0
3.0
1.0
36.0
1.0
6.0
3.0
1.0
3.0
9.0
7.0
6.0
42.0
1.0
23.0
4.0
15.0
7.0
1.0
2.0
10.0
6.0
6.0
3.0
3.0
36.0
1.0
1.0
8.0
3.0
21.0
2.0
5.0
21.0
75.0
2.0
2.0
1.0
5.0
1.0
4.0
6.0
2.0
20.0
3.0
111.0
""
4.0
36.0
92.0
2.0
2.0
4.0
4.0
49.0
233.0
2.0
3.0
1.0
3.0
4.0
2.0
8.0
6.0
11.0
24.0
8.0
2.0
5.0
14.0
2.0
1.0
1.0
6.0
4.0
2.0
12.0
4.0
3.0
42.0
1.0
6.0
3.0
4.0
2.0
4.0
7.0
1.0
17.0
2.0
86.0
""
5.0
7.0
1.0
7.0
4.0
3.0
1.0
20.0
6.0
16.0
5.0
5.0
2.0
7.0
4.0
88.0
14.0
6.0
1.0
1.0
8.0
8.0
6.0
19.0
4.0
2.0
5.0
4.0
22.0
3.0
26.0
6.0
""
9.0
10.0
1.0
14.0
3.0
1.0
6.0
2.0
8.0
5.0
4.0
6.0
30.0
3.0
28.0
1.0
1.0
11.0
2.0
1.0
28.0
13.0
42.0
5.0
1.0
1.0
""
3.0
1.0
1.0
5.0
2.0
3.0
46.0
8.0
1.0
8.0
9.0
11.0
2.0
31.0
2.0
8.0
1.0
8.0
1.0
71.0
6.0
6.0
2.0
4.0
2.0
3.0
28.0
6.0
13.0
6.0
8.0
3.0
47.0
""
2.0
7.0
2.0
52.0
4.0
4.0
80.0
4.0
3.0
9.0
102.0
3.0
5.0
12.0
4.0
1.0
30.0
2.0
2.0
5.0
1.0
1.0
5.0
67.0
25.0
50.0
4.0
3.0
5.0
""
1.0
2.0
12.0
1.0
47.0
57.0
125.0
3.0
9.0
8.0
12.0
6.0
42.0
10.0
403.0
10.0
25.0
2.0
65.0
5.0
4.0
12.0
6.0
1.0
5.0
1.0
4.0
1.0
2.0
6.0
9.0
4.0
6.0
10.0
10.0
5.0
9.0
2.0
29.0
10.0
9.0
4.0
1.0
3.0
29.0
1.0
9.0
2.0
2.0
13.0
2.0
8.0
23.0
3.0
2.0
6.0
1.0
1195.0
33.0
6.0
2.0
16.0
1.0
6.0
3.0
9.0
7.0
2.0
3.0
1.0
31.0
1.0
58.0
10.0
2.0
4.0
16.0
4.0
7.0
3.0
30.0
1.0
20.0
10.0
9.0
5.0
4.0
1.0
11.0
2.0
59.0
3.0
9.0
2.0
1.0
48.0
2.0
4.0
7.0
1.0
2.0
2.0
4.0
1.0
21.0
144.0
10.0
10.0
26.0
14.0
30.0
""
10.0
1.0
8.0
20.0
5.0
155.0
2.0
24.0
1.0
8.0
64.0
2.0
8.0
6.0
8.0
2.0
1.0
15.0
17.0
3.0
48.0
51.0
8.0
10.0
5.0
109.0
1.0
1.0
3.0
48.0
2.0
59.0
4.0
2.0
1.0
4.0
12.0
5.0
9.0
6.0
9.0
""
1.0
9.0
14.0
6.0
4.0
4.0
4.0
6.0
2.0
2.0
2.0
85.0
6.0
2.0
4.0
2.0
9.0
14.0
2.0
2.0
2.0
1.0
9.0
126.0
2.0
28.0
3.0
9.0
16.0
1.0
5.0
2.0
2.0
12.0
26.0
35.0
10.0
4.0
4.0
12.0
209.0
132.0
7.0
2.0
2.0
187.0
2.0
2.0
241.0
83.0
1.0
13.0
2.0
7.0
""
9.0
34.0
8.0
3.0
5.0
2.0
239.0
68.0
10.0
3.0
4.0
26.0
1.0
1.0
8.0
9.0
3.0
2.0
""
11.0
3.0
4.0
3.0
1.0
2.0
6.0
5.0
7.0
3.0
2.0
3.0
1.0
1.0
6.0
12.0
4.0
7.0
24.0
16.0
1.0
5.0
128.0
6.0
3.0
70.0
8.0
9.0
2.0
2.0
7.0
8.0
6.0
113.0
4.0
10.0
2.0
1.0
8.0
3.0
10.0
2.0
3.0
20.0
1.0
61.0
9.0
16.0
5.0
35.0
9.0
3.0
2.0
5.0
9.0
7.0
46.0
4.0
8.0
6.0
2.0
2.0
9.0
10.0
10.0
7.0
7.0
2.0
1.0
2.0
2.0
7.0
4.0
8.0
41.0
2.0
6.0
2.0
1.0
23.0
4.0
12.0
3.0
7.0
7.0
1.0
3.0
1.0
1.0
6.0
35.0
7.0
1.0
69.0
1.0
2.0
14.0
5.0
8.0
3.0
4.0
2.0
7.0
10.0
3.0
2.0
21.0
4.0
6.0
6.0
5.0
52.0
4.0
1.0
5.0
5.0
8.0
3.0
9.0
5.0
4.0
9.0
5.0
3.0
43.0
180.0
31.0
2.0
2.0
4.0
7.0
7.0
46.0
17.0
2.0
185.0
4.0
67.0
3.0
1.0
18.0
4.0
6.0
14.0
14.0
3.0
3.0
114.0
20.0
4.0
5.0
3.0
1.0
10.0
22.0
""
6.0
1.0
1.0
1.0
3.0
1.0
11.0
8.0
6.0
15.0
1.0
5.0
10.0
4.0
1.0
3.0
10.0
4.0
8.0
1.0
1.0
21.0
5.0
20.0
1.0
4.0
""
4.0
1.0
4.0
2.0
20.0
7.0
8.0
10.0
6.0
12.0
5.0
4.0
1.0
""
40.0
8.0
1.0
1.0
3.0
1.0
4.0
19.0
2.0
118.0
31.0
3.0
2.0
10.0
5.0
3.0
11.0
162.0
1.0
10.0
2.0
6.0
141.0
39.0
5.0
2.0
3.0
2.0
6.0
4.0
45.0
2.0
3.0
20.0
11.0
2.0
4.0
2.0
68.0
4.0
67.0
2.0
76.0
9.0
49.0
47.0
5.0
68.0
9.0
1.0
33.0
8.0
2.0
6.0
107.0
165.0
6.0
1.0
4.0
39.0
8.0
2.0
4.0
1.0
7.0
36.0
1.0
10.0
3.0
28.0
4.0
17.0
8.0
18.0
10.0
1.0
14.0
4.0
1.0
1.0
5.0
1.0
1.0
74.0
8.0
1.0
34.0
3.0
9.0
2.0
2.0
1.0
4.0
6.0
8.0
6.0
68.0
6.0
114.0
3.0
90.0
1.0
50.0
64.0
8.0
132.0
3.0
1.0
8.0
3.0
10.0
2.0
8.0
""
3.0
6.0
3.0
2.0
116.0
4.0
10.0
9.0
18.0
4.0
1.0
6.0
10.0
2.0
""
3.0
4.0
5.0
3.0
4.0
2.0
10.0
8.0
1.0
70.0
3.0
52.0
30.0
7.0
17.0
40.0
14.0
46.0
10.0
11.0
2.0
4.0
2.0
102.0
24.0
49.0
72.0
10.0
2.0
3.0
1.0
74.0
6.0
2.0
2.0
1.0
2.0
1.0
4.0
5.0
2.0
7.0
1.0
9.0
1.0
4.0
8.0
19.0
1.0
35.0
29.0
8.0
44.0
35.0
4.0
26.0
10.0
3.0
1.0
9.0
97.0
168.0
""
6.0
4.0
4.0
20.0
12.0
2.0
2.0
""
22.0
2.0
2.0
4.0
4.0
6.0
3.0
8.0
6.0
18.0
8.0
26.0
1.0
1.0
6.0
31.0
5.0
1.0
1.0
6.0
1.0
2.0
14.0
2.0
1.0
26.0
6.0
3.0
1.0
11.0
12.0
1.0
1.0
1.0
10.0
9.0
11.0
1.0
1.0
2.0
10.0
29.0
4.0
1.0
16.0
8.0
1.0
9.0
3.0
146.0
3.0
59.0
1.0
1.0
9.0
71.0
80.0
126.0
27.0
8.0
5.0
3.0
5.0
1.0
1.0
2.0
2.0
1.0
54.0
7.0
2.0
""
1.0
10.0
4.0
2.0
5.0
3.0
1.0
7.0
16.0
4.0
422.0
8.0
2.0
3.0
2.0
11.0
8.0
4.0
6.0
128.0
8.0
7.0
1.0
2.0
14.0
9.0
