SoliDiffy_Mean
2.0
6.0
1.0
24.0
7.0
4.0
6.0
11.0
5.0
1.0
9.0
6.0
11.0
9.0
1.0
6.0
4.0
5.0
1.0
1.0
8.0
12.0
1.0
5.0
10.0
4.0
2.0
2.0
10.0
34.0
40.0
14.0
9.0
10.0
8.0
16.0
1.0
9.0
12.0
1.0
5.0
11.0
2.0
2.0
8.0
10.0
7.0
1.0
16.0
8.0
11.0
6.0
5.0
4.0
8.0
6.0
40.0
14.0
7.0
8.0
2.0
6.0
26.0
""
3.0
106.0
9.0
10.0
11.0
3.0
18.0
16.0
1.0
1.0
7.0
16.0
4.0
6.0
4.0
6.0
7.0
3.0
6.0
35.0
28.0
2.0
8.0
6.0
7.0
1.0
3.0
8.0
1.0
4.0
11.0
6.0
12.0
11.0
28.0
11.0
4.0
4.0
2.0
14.0
7.0
6.0
42.0
6.0
2.0
5.0
6.0
6.0
2.0
8.0
1.0
2.0
8.0
57.0
1.0
14.0
22.0
7.0
7.0
1.0
5.0
9.0
8.0
2.0
2.0
3.0
1.0
1.0
8.0
8.0
7.0
2.0
5.0
4.0
12.0
2.0
3.0
21.0
1.0
18.0
9.0
20.0
20.0
1.0
1.0
9.0
3.0
5.0
1.0
2.0
5.0
3.0
13.0
1.0
4.0
23.0
2.0
""
22.0
12.0
9.0
4.0
1.0
1.0
1.0
8.0
6.0
10.0
11.0
13.0
3.0
2.0
1.0
3.0
3.0
9.0
5.0
14.0
7.0
14.0
3.0
17.0
4.0
4.0
4.0
12.0
2.0
3.0
4.0
51.0
3.0
7.0
2.0
7.0
10.0
47.0
6.0
14.0
1.0
8.0
5.0
2.0
2.0
3.0
3.0
6.0
10.0
10.0
7.0
3.0
15.0
12.0
4.0
36.0
8.0
1.0
2.0
6.0
10.0
22.0
6.0
3.0
2.0
2.0
7.0
18.0
1.0
13.0
5.0
5.0
4.0
2.0
1.0
1.0
3.0
2.0
12.0
""
7.0
13.0
7.0
3.0
7.0
6.0
14.0
7.0
2.0
13.0
2.0
6.0
2.0
9.0
3.0
6.0
5.0
9.0
10.0
9.0
2.0
1.0
6.0
7.0
20.0
2.0
12.0
11.0
2.0
4.0
6.0
21.0
12.0
15.0
4.0
6.0
4.0
3.0
5.0
1.0
7.0
6.0
9.0
1.0
13.0
6.0
27.0
4.0
3.0
1.0
5.0
6.0
26.0
2.0
3.0
7.0
3.0
2.0
1.0
3.0
8.0
2.0
4.0
14.0
7.0
3.0
4.0
1.0
8.0
13.0
1.0
9.0
2.0
4.0
2.0
1.0
13.0
3.0
5.0
7.0
3.0
3.0
3.0
5.0
1.0
9.0
8.0
7.0
5.0
4.0
2.0
7.0
5.0
2.0
11.0
8.0
11.0
8.0
6.0
1.0
2.0
2.0
12.0
2.0
2.0
15.0
1.0
4.0
4.0
7.0
7.0
3.0
8.0
1.0
3.0
6.0
14.0
12.0
22.0
3.0
4.0
1.0
3.0
10.0
11.0
2.0
6.0
8.0
7.0
4.0
3.0
9.0
9.0
1.0
2.0
14.0
4.0
20.0
5.0
6.0
15.0
16.0
4.0
6.0
3.0
4.0
2.0
9.0
8.0
3.0
1.0
2.0
7.0
4.0
7.0
6.0
34.0
4.0
6.0
1.0
10.0
9.0
2.0
6.0
16.0
8.0
1.0
14.0
10.0
5.0
6.0
6.0
13.0
8.0
13.0
4.0
3.0
2.0
5.0
3.0
6.0
18.0
3.0
1.0
8.0
1.0
5.0
6.0
9.0
2.0
5.0
7.0
5.0
9.0
2.0
6.0
1.0
2.0
4.0
6.0
8.0
8.0
2.0
12.0
1.0
1.0
8.0
2.0
3.0
2.0
7.0
6.0
9.0
1.0
3.0
5.0
10.0
8.0
5.0
1.0
3.0
12.0
1.0
6.0
14.0
3.0
5.0
5.0
12.0
23.0
2.0
6.0
6.0
6.0
2.0
3.0
1.0
5.0
1.0
6.0
1.0
8.0
1.0
5.0
2.0
11.0
2.0
2.0
2.0
13.0
1.0
2.0
6.0
1.0
1.0
16.0
1.0
2.0
5.0
1.0
6.0
1.0
3.0
1.0
5.0
6.0
6.0
4.0
6.0
2.0
1.0
6.0
8.0
1.0
1.0
10.0
9.0
13.0
2.0
2.0
13.0
7.0
7.0
2.0
2.0
3.0
28.0
8.0
1.0
19.0
3.0
20.0
6.0
16.0
12.0
8.0
6.0
10.0
10.0
4.0
3.0
4.0
3.0
14.0
10.0
7.0
1.0
1.0
10.0
1.0
16.0
1.0
10.0
27.0
11.0
2.0
4.0
9.0
9.0
4.0
12.0
13.0
1.0
17.0
4.0
7.0
7.0
2.0
9.0
9.0
2.0
7.0
3.0
2.0
1.0
6.0
3.0
1.0
3.0
6.0
4.0
1.0
8.0
2.0
3.0
6.0
9.0
8.0
13.0
9.0
1.0
3.0
1.0
1.0
1.0
1.0
3.0
6.0
1.0
2.0
1.0
3.0
7.0
9.0
10.0
1.0
6.0
6.0
1.0
7.0
6.0
3.0
7.0
1.0
11.0
4.0
25.0
1.0
6.0
20.0
1.0
11.0
6.0
2.0
1.0
5.0
3.0
8.0
24.0
9.0
13.0
3.0
20.0
1.0
5.0
2.0
13.0
3.0
5.0
5.0
5.0
43.0
2.0
9.0
6.0
1.0
10.0
1.0
6.0
16.0
8.0
2.0
10.0
7.0
10.0
8.0
1.0
10.0
2.0
10.0
9.0
4.0
8.0
6.0
2.0
4.0
4.0
14.0
8.0
4.0
37.0
10.0
3.0
11.0
20.0
3.0
3.0
3.0
12.0
3.0
3.0
15.0
7.0
16.0
4.0
9.0
10.0
7.0
18.0
4.0
10.0
16.0
7.0
5.0
14.0
26.0
1.0
1.0
1.0
3.0
4.0
10.0
18.0
5.0
10.0
19.0
2.0
""
8.0
16.0
15.0
15.0
2.0
1.0
6.0
25.0
7.0
1.0
5.0
1.0
18.0
14.0
6.0
9.0
1.0
3.0
16.0
7.0
10.0
5.0
6.0
8.0
2.0
6.0
9.0
4.0
10.0
14.0
2.0
2.0
8.0
14.0
8.0
2.0
5.0
1.0
4.0
2.0
1.0
3.0
45.0
8.0
9.0
2.0
23.0
15.0
1.0
19.0
2.0
3.0
4.0
5.0
5.0
4.0
7.0
5.0
19.0
6.0
4.0
7.0
3.0
8.0
14.0
8.0
7.0
7.0
10.0
6.0
1.0
9.0
13.0
1.0
2.0
8.0
5.0
5.0
7.0
7.0
8.0
1.0
1.0
26.0
8.0
10.0
10.0
28.0
2.0
6.0
3.0
3.0
7.0
2.0
5.0
12.0
3.0
22.0
13.0
5.0
2.0
2.0
6.0
4.0
7.0
5.0
12.0
7.0
22.0
10.0
6.0
7.0
3.0
4.0
7.0
16.0
10.0
4.0
4.0
12.0
2.0
16.0
15.0
2.0
18.0
7.0
10.0
1.0
1.0
8.0
7.0
5.0
12.0
13.0
11.0
4.0
6.0
3.0
2.0
14.0
7.0
1.0
1.0
1.0
10.0
4.0
2.0
1.0
2.0
12.0
1.0
2.0
10.0
7.0
3.0
1.0
1.0
2.0
2.0
1.0
3.0
22.0
4.0
4.0
8.0
5.0
24.0
33.0
14.0
2.0
4.0
4.0
4.0
6.0
4.0
3.0
8.0
6.0
10.0
5.0
65.0
1.0
1.0
2.0
5.0
11.0
9.0
10.0
1.0
6.0
1.0
14.0
2.0
7.0
5.0
8.0
7.0
10.0
8.0
8.0
1.0
12.0
8.0
3.0
2.0
7.0
7.0
8.0
26.0
12.0
3.0
150.0
5.0
2.0
4.0
8.0
8.0
15.0
11.0
2.0
6.0
2.0
1.0
1.0
26.0
2.0
1.0
6.0
5.0
28.0
52.0
21.0
7.0
9.0
14.0
5.0
1.0
14.0
5.0
3.0
4.0
5.0
2.0
4.0
6.0
2.0
17.0
2.0
3.0
7.0
3.0
7.0
8.0
3.0
6.0
12.0
6.0
7.0
5.0
2.0
14.0
7.0
2.0
3.0
4.0
1.0
6.0
12.0
16.0
7.0
4.0
6.0
1.0
3.0
20.0
3.0
12.0
2.0
7.0
2.0
11.0
6.0
2.0
9.0
1.0
5.0
8.0
4.0
1.0
1.0
1.0
1.0
20.0
67.0
6.0
10.0
6.0
4.0
4.0
10.0
3.0
2.0
1.0
1.0
10.0
4.0
11.0
6.0
12.0
7.0
5.0
9.0
9.0
15.0
1.0
1.0
4.0
20.0
7.0
5.0
2.0
1.0
19.0
2.0
9.0
6.0
1.0
13.0
4.0
5.0
1.0
10.0
7.0
15.0
10.0
7.0
68.0
6.0
8.0
1.0
10.0
12.0
13.0
2.0
9.0
5.0
2.0
2.0
1.0
7.0
8.0
10.0
3.0
9.0
5.0
1.0
2.0
7.0
6.0
41.0
5.0
2.0
55.0
1.0
6.0
2.0
7.0
5.0
1.0
3.0
22.0
2.0
2.0
12.0
45.0
4.0
9.0
4.0
9.0
15.0
2.0
6.0
2.0
1.0
3.0
1.0
1.0
6.0
3.0
3.0
12.0
4.0
16.0
7.0
1.0
2.0
4.0
1.0
9.0
1.0
1.0
50.0
1.0
6.0
40.0
4.0
15.0
4.0
2.0
9.0
14.0
2.0
1.0
4.0
12.0
8.0
2.0
9.0
42.0
3.0
7.0
8.0
2.0
4.0
3.0
12.0
6.0
1.0
2.0
8.0
1.0
15.0
1.0
1.0
7.0
6.0
1.0
9.0
2.0
17.0
6.0
5.0
18.0
12.0
34.0
5.0
8.0
2.0
2.0
13.0
10.0
1.0
4.0
3.0
6.0
7.0
8.0
1.0
1.0
10.0
5.0
5.0
2.0
6.0
2.0
10.0
68.0
4.0
10.0
5.0
1.0
5.0
2.0
8.0
8.0
1.0
13.0
8.0
1.0
6.0
16.0
12.0
3.0
1.0
6.0
7.0
1.0
7.0
21.0
1.0
4.0
4.0
15.0
1.0
4.0
9.0
16.0
6.0
1.0
5.0
3.0
13.0
1.0
1.0
6.0
8.0
31.0
1.0
16.0
1.0
4.0
5.0
5.0
2.0
4.0
4.0
9.0
5.0
2.0
2.0
7.0
9.0
2.0
7.0
10.0
2.0
5.0
1.0
1.0
2.0
7.0
6.0
17.0
1.0
1.0
7.0
4.0
6.0
6.0
2.0
1.0
54.0
9.0
7.0
22.0
5.0
4.0
5.0
1.0
2.0
5.0
5.0
2.0
2.0
11.0
12.0
1.0
7.0
2.0
""
14.0
1.0
14.0
6.0
15.0
2.0
1.0
9.0
5.0
4.0
10.0
1.0
6.0
3.0
5.0
5.0
16.0
20.0
9.0
32.0
3.0
5.0
2.0
4.0
1.0
20.0
6.0
9.0
5.0
6.0
2.0
5.0
3.0
2.0
2.0
10.0
29.0
3.0
24.0
4.0
14.0
2.0
5.0
10.0
8.0
3.0
1.0
11.0
6.0
16.0
10.0
7.0
6.0
9.0
4.0
24.0
1.0
9.0
23.0
1.0
11.0
10.0
9.0
11.0
10.0
12.0
1.0
6.0
2.0
1.0
6.0
2.0
1.0
2.0
2.0
5.0
3.0
5.0
14.0
7.0
5.0
2.0
8.0
6.0
4.0
6.0
4.0
4.0
6.0
4.0
5.0
1.0
10.0
1.0
4.0
1.0
1.0
3.0
15.0
13.0
1.0
1.0
4.0
8.0
1.0
13.0
1.0
3.0
6.0
5.0
6.0
6.0
5.0
7.0
1.0
3.0
3.0
4.0
15.0
1.0
7.0
7.0
1.0
3.0
7.0
2.0
9.0
5.0
1.0
9.0
12.0
6.0
14.0
9.0
3.0
2.0
8.0
4.0
10.0
10.0
2.0
1.0
10.0
1.0
14.0
14.0
2.0
2.0
8.0
6.0
2.0
3.0
4.0
7.0
12.0
3.0
14.0
14.0
4.0
1.0
8.0
6.0
10.0
4.0
2.0
7.0
1.0
2.0
8.0
6.0
10.0
10.0
1.0
6.0
2.0
1.0
8.0
4.0
2.0
1.0
3.0
41.0
5.0
10.0
8.0
2.0
6.0
8.0
4.0
2.0
6.0
50.0
6.0
5.0
2.0
6.0
11.0
4.0
2.0
1.0
3.0
6.0
4.0
6.0
4.0
7.0
20.0
1.0
2.0
1.0
3.0
5.0
1.0
1.0
20.0
3.0
4.0
10.0
26.0
4.0
1.0
4.0
9.0
3.0
14.0
1.0
9.0
1.0
2.0
1.0
6.0
7.0
1.0
1.0
1.0
8.0
11.0
6.0
4.0
7.0
2.0
6.0
9.0
35.0
6.0
11.0
6.0
3.0
2.0
5.0
1.0
1.0
13.0
7.0
4.0
18.0
5.0
8.0
14.0
3.0
3.0
1.0
25.0
2.0
8.0
2.0
2.0
12.0
16.0
1.0
9.0
3.0
9.0
8.0
9.0
6.0
9.0
1.0
2.0
5.0
11.0
14.0
1.0
10.0
1.0
6.0
6.0
4.0
6.0
5.0
14.0
21.0
7.0
6.0
4.0
1.0
7.0
7.0
10.0
5.0
6.0
2.0
10.0
1.0
10.0
6.0
1.0
9.0
1.0
1.0
5.0
3.0
19.0
14.0
1.0
16.0
12.0
6.0
1.0
5.0
1.0
9.0
5.0
10.0
1.0
7.0
1.0
7.0
3.0
9.0
5.0
3.0
11.0
4.0
6.0
18.0
10.0
16.0
2.0
2.0
5.0
4.0
7.0
6.0
5.0
1.0
7.0
7.0
1.0
1.0
2.0
1.0
9.0
1.0
7.0
7.0
12.0
6.0
1.0
1.0
1.0
7.0
5.0
24.0
8.0
18.0
7.0
4.0
6.0
1.0
4.0
10.0
15.0
4.0
1.0
2.0
1.0
5.0
2.0
13.0
10.0
3.0
2.0
6.0
20.0
4.0
2.0
18.0
13.0
14.0
6.0
8.0
4.0
5.0
25.0
1.0
3.0
4.0
3.0
29.0
2.0
1.0
2.0
2.0
1.0
8.0
8.0
1.0
3.0
2.0
12.0
4.0
8.0
9.0
5.0
4.0
5.0
1.0
16.0
7.0
11.0
2.0
8.0
2.0
41.0
10.0
6.0
7.0
3.0
10.0
8.0
20.0
2.0
2.0
6.0
19.0
1.0
13.0
3.0
2.0
2.0
1.0
5.0
2.0
9.0
35.0
3.0
8.0
12.0
2.0
3.0
4.0
37.0
9.0
6.0
4.0
31.0
1.0
9.0
1.0
3.0
1.0
7.0
13.0
8.0
2.0
24.0
1.0
16.0
2.0
2.0
2.0
3.0
4.0
8.0
9.0
4.0
3.0
1.0
2.0
1.0
20.0
1.0
1.0
5.0
8.0
2.0
3.0
1.0
12.0
6.0
6.0
6.0
6.0
10.0
5.0
8.0
2.0
8.0
7.0
6.0
6.0
3.0
10.0
14.0
2.0
9.0
1.0
6.0
8.0
6.0
2.0
5.0
32.0
5.0
2.0
9.0
7.0
2.0
9.0
8.0
11.0
2.0
2.0
14.0
6.0
12.0
34.0
2.0
4.0
2.0
4.0
20.0
2.0
36.0
8.0
5.0
3.0
9.0
4.0
1.0
4.0
15.0
3.0
6.0
58.0
2.0
5.0
6.0
3.0
2.0
10.0
8.0
5.0
1.0
3.0
10.0
10.0
3.0
3.0
8.0
4.0
24.0
7.0
10.0
9.0
7.0
1.0
4.0
47.0
1.0
1.0
10.0
2.0
84.0
17.0
20.0
13.0
1.0
6.0
12.0
7.0
2.0
12.0
4.0
9.0
7.0
4.0
5.0
1.0
3.0
7.0
32.0
3.0
10.0
1.0
7.0
8.0
13.0
10.0
6.0
7.0
4.0
40.0
2.0
14.0
15.0
6.0
3.0
2.0
8.0
7.0
10.0
2.0
2.0
2.0
3.0
8.0
7.0
1.0
21.0
12.0
10.0
31.0
20.0
2.0
4.0
8.0
1.0
22.0
16.0
2.0
5.0
3.0
4.0
4.0
2.0
1.0
5.0
9.0
9.0
7.0
10.0
12.0
1.0
6.0
7.0
2.0
2.0
10.0
4.0
7.0
2.0
6.0
9.0
1.0
7.0
1.0
11.0
6.0
6.0
2.0
3.0
1.0
2.0
6.0
18.0
3.0
1.0
11.0
7.0
2.0
4.0
2.0
3.0
9.0
5.0
4.0
9.0
5.0
2.0
3.0
13.0
1.0
9.0
5.0
6.0
5.0
6.0
3.0
1.0
4.0
110.0
1.0
6.0
4.0
1.0
4.0
4.0
5.0
7.0
1.0
6.0
13.0
14.0
6.0
3.0
11.0
3.0
5.0
1.0
1.0
4.0
2.0
4.0
9.0
18.0
7.0
8.0
2.0
1.0
9.0
3.0
4.0
10.0
2.0
2.0
4.0
8.0
2.0
4.0
14.0
4.0
2.0
4.0
31.0
4.0
34.0
""
2.0
7.0
7.0
3.0
10.0
6.0
9.0
8.0
59.0
16.0
8.0
6.0
14.0
1.0
5.0
1.0
1.0
10.0
4.0
2.0
10.0
2.0
3.0
8.0
1.0
12.0
7.0
8.0
6.0
2.0
8.0
1.0
1.0
2.0
8.0
3.0
5.0
12.0
1.0
9.0
4.0
24.0
1.0
2.0
13.0
8.0
9.0
6.0
6.0
13.0
12.0
9.0
1.0
16.0
1.0
1.0
7.0
1.0
6.0
10.0
4.0
2.0
11.0
1.0
8.0
1.0
3.0
7.0
18.0
9.0
15.0
1.0
8.0
2.0
2.0
6.0
1.0
9.0
10.0
12.0
7.0
1.0
3.0
8.0
1.0
1.0
1.0
2.0
1.0
24.0
16.0
23.0
6.0
1.0
5.0
7.0
3.0
15.0
1.0
10.0
2.0
7.0
8.0
8.0
2.0
8.0
9.0
1.0
2.0
17.0
6.0
8.0
1.0
11.0
3.0
6.0
10.0
6.0
1.0
2.0
2.0
3.0
44.0
11.0
1.0
6.0
30.0
7.0
17.0
2.0
1.0
9.0
2.0
5.0
4.0
12.0
18.0
4.0
8.0
14.0
8.0
3.0
32.0
8.0
4.0
7.0
14.0
1.0
6.0
5.0
1.0
1.0
9.0
5.0
10.0
6.0
12.0
3.0
6.0
2.0
3.0
4.0
10.0
1.0
12.0
8.0
10.0
3.0
9.0
12.0
10.0
9.0
31.0
15.0
12.0
9.0
9.0
4.0
4.0
9.0
4.0
1.0
6.0
1.0
1.0
1.0
4.0
2.0
4.0
6.0
14.0
10.0
6.0
15.0
10.0
5.0
17.0
8.0
1.0
14.0
9.0
9.0
5.0
5.0
12.0
1.0
54.0
2.0
2.0
12.0
1.0
4.0
1.0
3.0
4.0
16.0
1.0
10.0
7.0
10.0
2.0
2.0
2.0
6.0
10.0
20.0
43.0
6.0
4.0
1.0
3.0
2.0
36.0
15.0
2.0
8.0
8.0
16.0
1.0
6.0
5.0
1.0
15.0
10.0
14.0
9.0
10.0
3.0
13.0
6.0
5.0
3.0
9.0
6.0
1.0
3.0
6.0
4.0
17.0
5.0
1.0
8.0
8.0
1.0
7.0
22.0
67.0
14.0
3.0
22.0
6.0
5.0
5.0
1.0
26.0
34.0
10.0
24.0
2.0
8.0
2.0
6.0
2.0
2.0
13.0
3.0
8.0
2.0
1.0
1.0
12.0
3.0
6.0
4.0
9.0
15.0
5.0
""
5.0
1.0
3.0
6.0
2.0
5.0
11.0
6.0
2.0
4.0
6.0
5.0
13.0
8.0
2.0
1.0
1.0
9.0
2.0
3.0
5.0
4.0
7.0
10.0
1.0
1.0
1.0
5.0
2.0
3.0
8.0
3.0
18.0
19.0
3.0
2.0
6.0
1.0
14.0
7.0
1.0
2.0
3.0
10.0
14.0
5.0
14.0
2.0
25.0
10.0
6.0
4.0
9.0
1.0
2.0
4.0
4.0
9.0
7.0
4.0
2.0
4.0
6.0
4.0
4.0
8.0
1.0
14.0
8.0
14.0
5.0
10.0
8.0
18.0
7.0
16.0
2.0
5.0
8.0
10.0
3.0
8.0
3.0
1.0
1.0
20.0
17.0
6.0
2.0
3.0
31.0
7.0
4.0
3.0
8.0
2.0
3.0
5.0
11.0
2.0
2.0
3.0
1.0
1.0
6.0
10.0
2.0
17.0
8.0
8.0
1.0
5.0
8.0
4.0
2.0
9.0
9.0
9.0
8.0
4.0
8.0
8.0
10.0
11.0
8.0
5.0
6.0
1.0
18.0
3.0
10.0
6.0
3.0
2.0
1.0
12.0
14.0
8.0
8.0
3.0
11.0
3.0
3.0
5.0
19.0
11.0
4.0
8.0
8.0
8.0
4.0
2.0
1.0
10.0
10.0
14.0
11.0
2.0
5.0
2.0
2.0
13.0
8.0
13.0
4.0
2.0
6.0
2.0
5.0
2.0
9.0
5.0
4.0
11.0
14.0
1.0
6.0
1.0
1.0
1.0
18.0
7.0
1.0
22.0
1.0
6.0
8.0
9.0
65.0
3.0
4.0
6.0
1.0
10.0
2.0
4.0
3.0
4.0
10.0
26.0
6.0
9.0
5.0
1.0
14.0
5.0
10.0
3.0
13.0
5.0
8.0
53.0
5.0
17.0
10.0
""
2.0
1.0
2.0
4.0
7.0
24.0
16.0
1.0
3.0
16.0
2.0
10.0
3.0
5.0
4.0
4.0
6.0
2.0
6.0
3.0
3.0
24.0
3.0
6.0
5.0
9.0
1.0
30.0
11.0
15.0
9.0
6.0
5.0
1.0
2.0
1.0
1.0
10.0
6.0
1.0
1.0
5.0
9.0
2.0
1.0
24.0
12.0
9.0
7.0
1.0
1.0
6.0
5.0
2.0
6.0
8.0
7.0
4.0
1.0
4.0
1.0
43.0
7.0
3.0
14.0
6.0
1.0
7.0
4.0
1.0
6.0
9.0
8.0
5.0
1.0
3.0
2.0
8.0
2.0
6.0
39.0
7.0
30.0
1.0
14.0
5.0
24.0
1.0
5.0
1.0
10.0
4.0
10.0
16.0
3.0
4.0
6.0
7.0
5.0
3.0
2.0
5.0
6.0
3.0
10.0
1.0
14.0
12.0
4.0
20.0
4.0
27.0
6.0
9.0
9.0
8.0
18.0
10.0
66.0
9.0
2.0
6.0
10.0
2.0
26.0
35.0
""
6.0
1.0
16.0
21.0
8.0
2.0
2.0
5.0
5.0
4.0
2.0
8.0
3.0
2.0
6.0
6.0
8.0
1.0
22.0
17.0
9.0
4.0
1.0
3.0
5.0
5.0
6.0
43.0
4.0
1.0
10.0
10.0
88.0
6.0
1.0
1.0
4.0
10.0
8.0
10.0
4.0
11.0
39.0
3.0
48.0
1.0
7.0
65.0
7.0
9.0
9.0
1.0
4.0
3.0
1.0
2.0
8.0
1.0
6.0
6.0
3.0
2.0
""
3.0
1.0
20.0
7.0
4.0
1.0
18.0
10.0
4.0
25.0
7.0
4.0
5.0
3.0
4.0
2.0
10.0
8.0
1.0
5.0
3.0
19.0
3.0
1.0
1.0
7.0
11.0
8.0
14.0
1.0
2.0
4.0
2.0
7.0
1.0
2.0
6.0
10.0
2.0
3.0
1.0
7.0
6.0
2.0
6.0
16.0
2.0
2.0
4.0
6.0
6.0
8.0
1.0
58.0
5.0
5.0
19.0
6.0
2.0
1.0
2.0
8.0
16.0
4.0
10.0
3.0
14.0
3.0
7.0
6.0
1.0
4.0
2.0
18.0
2.0
4.0
4.0
6.0
6.0
6.0
6.0
2.0
6.0
10.0
4.0
19.0
6.0
3.0
3.0
7.0
5.0
31.0
3.0
1.0
1.0
7.0
1.0
10.0
1.0
1.0
6.0
1.0
1.0
6.0
6.0
1.0
3.0
10.0
5.0
1.0
23.0
10.0
1.0
1.0
1.0
15.0
9.0
5.0
3.0
1.0
4.0
14.0
2.0
5.0
1.0
8.0
8.0
1.0
9.0
3.0
6.0
7.0
18.0
1.0
1.0
9.0
20.0
7.0
22.0
3.0
22.0
9.0
3.0
6.0
5.0
1.0
4.0
2.0
1.0
